config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
fc87902cb709,1.1,0.05,0.9,1e-10,3.832994536144111e-08,6.464948560284689e-08,4.597359715617636e-09,8.793087662424994e-09,5
5ec1f2c41d90,1.1,0.05,1.0,1e-10,1.5162445789657175e-05,2.9303232919043076e-05,5.328375902346762e-06,1.0543803089804333e-05,5
9c545a13215e,1.1,0.1,0.5,1e-10,2.391708755599199e-09,4.513347210601776e-09,5.68712843800977e-11,5.898522945869688e-11,5
4624975b8b19,1.1,0.1,0.6,1e-10,2.0107142574904953e-09,3.135231621243333e-09,1.521209881672612e-09,2.951989640974691e-09,5
d8224f554bc3,1.1,0.1,0.7,1e-10,4.308806050089868e-09,7.095566631299771e-09,9.276234068481828e-10,1.3137625937203676e-09,5
8c9f95aff55f,1.1,0.1,0.8,1e-10,4.115113475955972e-09,5.350748834060916e-09,1.4781153981914763e-09,2.681485072938236e-09,5
b7758828505f,1.1,0.1,0.9,1e-10,2.3430618046771277e-08,2.6503723830349837e-08,9.130780949533882e-09,1.7177803380431428e-08,5
ae031b6366dd,1.1,0.1,1.0,1e-10,0.0053381340896891056,0.010676189939642805,1.7800976762006244e-05,3.545987611811828e-05,5
2d1d46a68d05,1.1,0.15,0.5,1e-10,5.418906116008504e-10,6.605950263952665e-10,5.51679056033988e-11,8.708754352168118e-11,5
63db3e098f17,1.1,0.15,0.6,1e-10,3.0204344150588855e-10,5.399068319061088e-10,4.429219074588551e-10,8.710248424030199e-10,5
d2b660b589fa,1.1,0.15,0.7,1e-10,1.5777260518289204e-09,3.0290013318906343e-09,1.5302200191886289e-09,3.0462669083163183e-09,5
8ddabc77c0bd,1.1,0.15,0.8,1e-10,5.070680590891782e-09,1.0109350362224126e-08,3.997922733542302e-09,7.987295031009569e-09,5
feb072eefef2,1.1,0.15,0.9,1e-10,2.2603771568647928e-08,4.5079068394418455e-08,1.9094518238771817e-08,3.81778460068428e-08,5
b8198960514a,1.1,0.15,1.0,1e-10,0.0010599894707027649,0.0021198745702739477,2.1992539480702966e-06,3.5542496807634223e-06,5
228f44594510,1.1,0.2,0.5,1e-10,6.641916099862684e-09,1.3252136142118398e-08,7.879127016878726e-10,1.5588907774446713e-09,5
10b5d24c62b0,1.1,0.2,0.6,1e-10,3.206722549562468e-08,6.412217249147948e-08,1.0787635742187445e-09,2.1476571159881893e-09,5
6a0608e15b17,1.1,0.2,0.7,1e-10,1.8697649764557356e-09,3.731666931979956e-09,1.8472631947030039e-09,3.6878307870581806e-09,5
65112a445932,1.1,0.2,0.8,1e-10,7.682613244947667e-09,1.5359614641787718e-08,6.209218178761649e-09,1.2413487489753212e-08,5
44690489abe6,1.1,0.2,0.9,1e-10,3.6828058886641044e-08,7.365164259598629e-08,3.071705699008913e-08,6.142985428443388e-08,5
9bba7c25d761,1.1,0.2,1.0,1e-10,0.0003803567893755734,0.0007606485396662555,8.355793176357885e-06,1.5396959346024407e-05,5
0421b10f715a,1.1,0.3,0.5,1e-10,1.0896273122817266e-07,2.1790603941815785e-07,3.1842721763327613e-10,6.237170587952593e-10,5
db21d0806e31,1.1,0.3,0.6,1e-10,2.0794804061429042e-06,4.158950888702021e-06,1.6980462826867262e-09,3.3887728329103664e-09,5
618f4403867e,1.1,0.3,0.7,1e-10,7.631581450277144e-05,0.0001526316241268841,1.6785384378113335e-08,3.356568690420822e-08,5
b4315343f14a,1.1,0.3,0.8,1e-10,2.9771365258175058e-05,5.9542726388399564e-05,8.812418836488309e-10,1.7584688995192365e-09,5
71f00c7885b8,1.1,0.3,0.9,1e-10,6.250780434779453e-08,1.250120507084652e-07,2.6177585439732696e-08,5.235193389376391e-08,5
de8458ccd58c,1.1,0.3,1.0,1e-10,5.960611455489617e-06,7.312114936854797e-06,1.229957016302823e-06,2.2166128314838038e-06,5
5822bc309bfd,1.1,0.4,0.5,1e-10,3.516645163543395e-10,6.692405398810802e-10,7.400558790423227e-12,5.806514972224702e-12,5
fa7e97985af0,1.1,0.4,0.6,1e-10,2.452533997422255e-09,4.892703379002295e-09,1.0176253848262475e-11,1.3987092396668155e-11,5
f8ef031126a0,1.1,0.4,0.7,1e-10,4.935378076007971e-08,9.868052547472885e-08,4.056290049421243e-11,7.590675444152454e-11,5
48d26dd61317,1.1,0.4,0.8,1e-10,5.687483152089238e-07,1.1374789116765444e-06,3.459043226226518e-11,6.519395336725497e-11,5
f1c1d748b2e2,1.1,0.4,0.9,1e-10,0.0009483012909135526,0.001896602576925984,4.060687562071715e-11,7.821099400837246e-11,5
16407e9d8131,1.1,0.4,1.0,1e-10,3.964970023214137e-05,5.104057100282154e-05,1.4809529845572638e-07,2.9217702234952355e-07,5
