config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
c80ccdb43523,0.7,0.3,0.5,1e-10,0.20923166196046034,0.02472443661763091,0.199544076904291,0.01755895404363146,5
04cd2014c754,0.7,0.3,0.6,1e-10,0.19208874355840005,0.022012688500300918,0.17830682572710582,0.011549288845602445,5
7e4c0ec18bd1,0.7,0.3,0.7,1e-10,0.1761033394492404,0.02452353079215251,0.15540633676998405,0.002817360949676807,5
fc504b853d09,0.7,0.3,0.8,1e-10,0.13679140384866023,0.02980383101879555,0.11090296527345375,0.007652678091807898,5
8548609bc94c,0.7,0.3,0.9,1e-10,0.13778712404393909,0.035860925855956946,0.1138274693238476,0.015289125022667124,5
8c1c233dfbb1,0.7,0.3,1.0,1e-10,0.15055971941208662,0.040387912796677576,0.12249045660836713,0.018918633498156312,5
1af9a7301069,0.7,0.4,0.5,1e-10,0.20856905585901586,0.024684036865257795,0.20000738016727904,0.017243337423414083,5
01667e5bb997,0.7,0.4,0.6,1e-10,0.19321494461935113,0.021505865302514436,0.18072749543782346,0.012251513126089804,5
0bc9dac62c1c,0.7,0.4,0.7,1e-10,0.18081361255674303,0.02367394263280774,0.1609145601793782,0.0036549770848404383,5
2d382bf713db,0.7,0.4,0.8,1e-10,0.14276828537073732,0.02995850371058146,0.11695172947414241,0.008081120711251583,5
76d30ba9d16d,0.7,0.4,0.9,1e-10,0.1416085612781847,0.03711067406947714,0.11690416433270048,0.015954515044285175,5
9dee4b91ded8,0.7,0.4,1.0,1e-10,0.1570296857315701,0.04061362895173429,0.1278365137348208,0.018258043860753505,5
ab82caf61596,0.8,0.05,0.5,1e-10,0.22172658927085115,0.02700588135189073,0.21068817028590683,0.015824002486705617,5
15c44783ca07,0.8,0.05,0.6,1e-10,0.19744597625478158,0.024301497942992457,0.1841670476387273,0.012874150322833733,5
9c6707965944,0.8,0.05,0.7,1e-10,0.16125384657439568,0.024605102643377907,0.14428315339572112,0.011624805828885981,5
a48d03fa5eb5,0.8,0.05,0.8,1e-10,0.145718662907951,0.0311806012215767,0.1270157567138179,0.010788663233699489,5
fc01cbd8804c,0.8,0.05,0.9,1e-10,0.14856248203811145,0.036786615677282274,0.12966422287950768,0.013644510621506437,5
ea93ddc121f9,0.8,0.05,1.0,1e-10,0.1439046159389759,0.04047778072415734,0.12546835106848536,0.019244697244566317,5
e265f3cf582e,0.8,0.1,0.5,1e-10,0.20583719358941588,0.025007778151595723,0.19691660186783172,0.015603823014017188,5
e7e25c68091c,0.8,0.1,0.6,1e-10,0.18060492508536174,0.020200947319038424,0.1683086933134654,0.01033496018316337,5
3d53c19c2941,0.8,0.1,0.7,1e-10,0.144806031471443,0.02155429049685267,0.12752103079139926,0.010067550677929542,5
503532de740a,0.8,0.1,0.8,1e-10,0.12788263580607445,0.02622258041669838,0.10844405162732937,0.005518093678370755,5
a041111b9a85,0.8,0.1,0.9,1e-10,0.1247234399629461,0.03276792546865211,0.10662431127475769,0.012270560531245717,5
7712fc84886e,0.8,0.1,1.0,1e-10,0.12776504966065333,0.03780824267851577,0.10674173700248564,0.01625254296511421,5
b05deac84252,0.8,0.15,0.5,1e-10,0.20021077569065043,0.02329989422156079,0.19296574528206895,0.0165968426215924,5
de99317441ca,0.8,0.15,0.6,1e-10,0.17743527558052838,0.020553821579726482,0.16508404198440596,0.01029926555255533,5
2e8562f7a417,0.8,0.15,0.7,1e-10,0.1469886559667925,0.022978142811983272,0.1284228437839839,0.00835618208132215,5
da7e4d92e8cb,0.8,0.15,0.8,1e-10,0.12223292090797559,0.025745210074447248,0.10281200014627834,0.00607826339969385,5
a9601e3f62df,0.8,0.15,0.9,1e-10,0.11994050467545181,0.03062279758912969,0.10253616934063545,0.0109342688008259,5
8baeb0c225c0,0.8,0.15,1.0,1e-10,0.12739148941028294,0.036236342461079575,0.10538171919498755,0.015598847022101377,5
a0c95183bc66,0.8,0.2,0.5,1e-10,0.19807381195041335,0.022247697142165786,0.19155951454019704,0.01566833962164438,5
90d773923187,0.8,0.2,0.6,1e-10,0.17776029523192466,0.01967237538462336,0.16614333407900747,0.010196198066637694,5
bd5c97f318a4,0.8,0.2,0.7,1e-10,0.15332245253625343,0.02329191218494706,0.13390682540384474,0.00756941327881621,5
4a5de2fdccd6,0.8,0.2,0.8,1e-10,0.12176786318103879,0.0262857502659659,0.1021714118638302,0.00711348255772744,5
5d7efc63ccdb,0.8,0.2,0.9,1e-10,0.1203019532375749,0.03046816005658383,0.10278953960444562,0.011101509375090652,5
4bf4f06eba9c,0.8,0.2,1.0,1e-10,0.12868245051993704,0.035233231474760096,0.1057933598322542,0.014890002901979787,5
428a9663f05d,0.8,0.3,0.5,1e-10,0.1976081734225486,0.020388739534805852,0.19223060080760018,0.01579011508427667,5
8a878de8c02b,0.8,0.3,0.6,1e-10,0.18234631087738512,0.018316929206767873,0.17176471182649158,0.01153409630099536,5
7d112613b9a7,0.8,0.3,0.7,1e-10,0.16574628020057025,0.023158217809890764,0.14613122935174655,0.006342285671393071,5
036ddab9716a,0.8,0.3,0.8,1e-10,0.12463037273975189,0.027240482195205366,0.10385473810922397,0.007667064297616341,5
d9ecd148e6ac,0.8,0.3,0.9,1e-10,0.12267627036176157,0.03128438599992751,0.10428536050438682,0.012154932529807415,5
6dc78acfb100,0.8,0.3,1.0,1e-08,0.13266117895083462,0.03515528457374094,0.10800263648462041,0.014878958112251718,5
7351146d69e7,0.8,0.4,0.5,1e-10,0.199096579780468,0.021677877822863383,0.1949542894702996,0.015950982557978832,5
1b1ae801a319,0.8,0.4,0.6,1e-10,0.186743228432591,0.02078436039887157,0.1772336833571814,0.011970100902207504,5
5f4d2647fd5e,0.8,0.4,0.7,1e-10,0.1727026781813098,0.024042873451562807,0.1546498869268065,0.005445465862169196,5
6741f7c852ef,0.8,0.4,0.8,1e-10,0.12994287282703246,0.027806208785016263,0.10768582531241182,0.0072661166250900565,5
566c972097d7,0.8,0.4,0.9,1e-10,0.1263968016622082,0.03284899470491297,0.10653761492907457,0.01356298068508827,5
4b181bf29230,0.8,0.4,1.0,1e-10,0.13826898115137562,0.03628859140981509,0.11159381489744262,0.01608589913825599,5
1a7e4f42f613,0.9,0.05,0.5,1e-10,0.2044535435945277,0.025327254072120657,0.19490914740037607,0.013980373470423243,5
6394867d74a1,0.9,0.05,0.6,1e-10,0.1780956854355736,0.021896301061666262,0.16628386821542565,0.008610624960335858,5
0fb1da4d091e,0.9,0.05,0.7,1e-10,0.13569319074847538,0.02110113518539804,0.11893492408062004,0.008135373194131004,5
804179bc04bd,0.9,0.05,0.8,1e-10,0.13052868116823543,0.02697617520968349,0.11165075742675908,0.005876650402308809,5
16217e21e3f8,0.9,0.05,0.9,1e-10,0.12413780190017362,0.03255594140622037,0.10677371654814424,0.012438699279571738,5
3d29e97f411f,0.9,0.05,1.0,1e-10,0.12110810183155155,0.034757472570246216,0.1005640335713309,0.014261992047856768,5
56b40a987d15,0.9,0.1,0.5,1e-10,0.19196432491141607,0.02474510149191773,0.18588148102315666,0.013937531371178336,5
9c67a6f86fa9,0.9,0.1,0.6,1e-10,0.16857104254739105,0.021404405413137883,0.15704045249989362,0.008668388897678883,5
0f39b85583a2,0.9,0.1,0.7,1e-10,0.13136516441519153,0.019710150373782157,0.11272254422917313,0.006356810572645851,5
097547e9077d,0.9,0.1,0.8,1e-10,0.12050328321114938,0.02329313521857682,0.10089124900694599,0.00592510911972917,5
65189332b1c4,0.9,0.1,0.9,1e-10,0.11327538446575072,0.02642255518359386,0.09535054590882307,0.009664031248964377,5
129fe242d561,0.9,0.1,1.0,1e-10,0.11927708145735427,0.03323826339929223,0.09728631103292985,0.012027315780995277,5
dc67d33a6091,0.9,0.15,0.5,1e-10,0.18956266843648945,0.022362948120199892,0.18599650922855268,0.014566659060044344,5
1b0a13327b42,0.9,0.15,0.6,1e-10,0.1686221148213894,0.021215324218645235,0.15828766166227154,0.00827202646711105,5
bb42fed7ad80,0.9,0.15,0.7,1e-10,0.13712138330417312,0.01911674157129777,0.11873822300317216,0.006973392967853826,5
c82084527fd4,0.9,0.15,0.8,1e-10,0.12002275334301367,0.0226407797594286,0.10085809873668221,0.006870978573173426,5
b5cf1e3871f2,0.9,0.15,0.9,1e-10,0.11321662424631071,0.025835749835373168,0.09503753531627744,0.010060145700748918,5
92815a841b21,0.9,0.15,1.0,1e-10,0.12033127601385371,0.033062340265807,0.09675606877177804,0.011710510932417094,5
4301cfd62e59,0.9,0.2,0.5,1e-10,0.19020804051311527,0.02141544351579956,0.1882463999647951,0.015195405883248123,5
