task,task_global_rank,design_name,reservoir_type,config_id,spectral_radius,input_scaling,leak_rate,task_val_metric,global_aggregate_rank,aggregate_rank_within_design,rank_narma10_within_design,rank_mg_within_design,rank_mc_within_design,global_rank_narma10,global_rank_mg,global_rank_mc,diag_spectral_radius_mean,diag_spectral_norm_mean,diag_henrici_departure_mean,diag_transient_growth_max_mean,n_seeds,narma10_val_nmse_mean,narma10_test_nmse_mean,mg_val_nmse_mean,mg_test_nmse_mean,mc_total_mean,delta_vs_baseline_narma10_val_nmse,delta_vs_baseline_mg_val_nmse,delta_vs_baseline_mc_total,diag_mean_abs_eigenvalue_mean,diag_frobenius_norm_mean,diag_density_mean,diag_singular_value_max_mean,diag_singular_value_min_mean,diag_singular_value_mean_mean,diag_singular_value_q90_mean,diag_singular_condition_number_mean,diag_transient_growth_argmax_mean,task_test_metric
memory_capacity,13,cycle_jump_j7,cycle_jump,957e518ffde2,0.95,0.1,1.0,43.01778065822249,97.0,14.0,9,31,2,45,233,13,0.9499999999999942,0.9499999999999958,0.0,0.9499999999999958,7,0.1332445120259824,0.13182651181121405,0.16054540575036325,0.1476997473462796,43.01778065822249,0.016187273688966622,0.003240675673148369,14.40312186489837,0.7473061839806244,7.629454756511522,0.02,0.9499999999999958,0.5115384615384593,0.7473061839806243,0.9387432473268917,1.8571428571428574,1.0,
memory_capacity,14,cycle_jump_j7,cycle_jump,92bfaaea8b8b,1.0,0.05,1.0,42.13001463703949,107.0,15.666666666666666,11,33,3,56,251,14,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.14350293200268469,0.15235769246181824,0.19833345835471386,0.17615979164873727,42.13001463703949,-0.004583701575014282,0.0008528677135527518,10.008917447714381,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,15,cycle_jump_j7,cycle_jump,dc4c45de4adf,1.0,0.1,1.0,39.674964175266275,99.33333333333333,15.0,12,29,4,61,222,15,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.14880521546677958,0.1523833361649468,0.14060623714050666,0.12648713449365936,39.674964175266275,0.004980769160968068,0.004719467778514563,11.054250879172805,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,16,cycle_jump_j3,cycle_jump,957e518ffde2,0.95,0.1,1.0,39.61338004653857,93.66666666666667,12.333333333333334,5,30,2,49,216,16,0.9500000000000018,0.9499999999999993,0.0,0.9499999999999993,7,0.13625133230501257,0.1369579531162242,0.1272890343263762,0.1133244526213353,39.61338004653857,0.019194093967996803,-0.030015695750838678,10.998721253214452,0.7473061839806271,7.62945475651155,0.02,0.9499999999999993,0.5115384615384612,0.747306183980627,0.9387432473268947,1.8571428571428574,1.0,
memory_capacity,17,cycle_jump_j3,cycle_jump,92bfaaea8b8b,1.0,0.05,1.0,39.34263188824309,113.66666666666667,16.0,13,32,3,79,245,17,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.20534746672938636,0.20412458405172024,0.18076854149723776,0.16718973042194546,39.34263188824309,0.057260833151687396,-0.016712049143923352,7.221534698917985,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,18,cycle_jump_j7,cycle_jump,2e460f1e65c7,1.0,0.05,0.9,38.749016745569996,95.33333333333333,13.333333333333334,3,32,5,21,247,18,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.11450978056339056,0.11785795095403476,0.1889484238167214,0.16505007182148065,38.749016745569996,0.00948252508534754,0.009946287538288773,9.58943692678157,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,19,cycle_jump_j7,cycle_jump,6bda54231a65,0.95,0.05,0.9,38.23588501440239,106.0,15.666666666666666,7,34,6,31,268,19,0.9499999999999942,0.9499999999999958,0.0,0.9499999999999958,7,0.1201009485909796,0.1207796891132596,0.2421105585326364,0.21574651414671014,38.23588501440239,0.01383477720801747,0.02730964021277446,10.33588712683855,0.7473061839806244,7.629454756511522,0.02,0.9499999999999958,0.5115384615384593,0.7473061839806243,0.9387432473268917,1.8571428571428574,1.0,
memory_capacity,20,cycle_scr,cycle,4d2160951482,1.0,0.2,0.9,37.936048820516255,91.66666666666667,14.333333333333334,8,24,11,71,184,20,1.0000000000000009,0.9999999999999927,0.0,0.9999999999999927,7,0.19156864177292485,0.19011396012460008,0.07533590750563217,0.06453104949239814,37.936048820516255,0.0872701440832383,-0.006180030714102391,16.14493014362343,0.9999999999999967,9.999999999999927,0.01,0.9999999999999927,0.9999999999999927,0.9999999999999927,0.9999999999999927,1.0,1.0,
memory_capacity,21,cycle_jump_j3,cycle_jump,dc4c45de4adf,1.0,0.1,1.0,37.09172888945081,99.0,14.666666666666666,12,28,4,72,204,21,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.19229549041420396,0.19316497426095372,0.10689836419051783,0.0972423233959816,37.09172888945081,0.04847104410839245,-0.02898840517147426,8.471015593357343,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,22,cycle_jump_j7,cycle_jump,67e56b279b44,1.0,0.2,1.0,36.17306291972331,97.33333333333333,15.333333333333334,13,26,7,65,205,22,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.15471431715844838,0.1538616137363211,0.1071942599293418,0.09740833261254556,36.17306291972331,0.009878121168074544,0.010674460746626535,11.99393456178192,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,23,cycle_jump_j7,cycle_jump,9e51842d34ab,0.95,0.2,1.0,35.99672988046745,92.0,15.0,10,27,8,46,207,23,0.9499999999999942,0.9499999999999958,0.0,0.9499999999999958,7,0.13399914028695725,0.13202141790955108,0.11001777893458042,0.10188786503524369,35.99672988046745,0.015357051955614084,0.005827550585758137,12.45187941946346,0.7473061839806244,7.629454756511522,0.02,0.9499999999999958,0.5115384615384593,0.7473061839806243,0.9387432473268917,1.8571428571428574,1.0,
memory_capacity,24,cycle_jump_j3,cycle_jump,6bda54231a65,0.95,0.05,0.9,34.91318451275869,105.66666666666667,13.666666666666666,3,33,5,41,252,24,0.9500000000000018,0.9499999999999993,0.0,0.9499999999999993,7,0.12836503534587068,0.1308688480106242,0.20634252499792713,0.18404361789471618,34.91318451275869,0.022098863962908555,-0.00845839332193482,7.013186625194848,0.7473061839806271,7.62945475651155,0.02,0.9499999999999993,0.5115384615384612,0.747306183980627,0.9387432473268947,1.8571428571428574,1.0,
memory_capacity,25,cycle_jump_j7,cycle_jump,96af7170b8b0,1.0,0.1,0.9,34.58012905401056,87.66666666666667,12.666666666666666,1,28,9,19,219,25,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.11336909917392303,0.11718050323948738,0.13343796416397105,0.11640515095592363,34.58012905401056,0.010428563336134608,0.01225904988926034,8.679417119773529,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
