task,task_global_rank,design_name,reservoir_type,config_id,spectral_radius,input_scaling,leak_rate,task_val_metric,global_aggregate_rank,aggregate_rank_within_design,rank_narma10_within_design,rank_mg_within_design,rank_mc_within_design,global_rank_narma10,global_rank_mg,global_rank_mc,diag_spectral_radius_mean,diag_spectral_norm_mean,diag_henrici_departure_mean,diag_transient_growth_max_mean,n_seeds,narma10_val_nmse_mean,narma10_test_nmse_mean,mg_val_nmse_mean,mg_test_nmse_mean,mc_total_mean,delta_vs_baseline_narma10_val_nmse,delta_vs_baseline_mg_val_nmse,delta_vs_baseline_mc_total,diag_mean_abs_eigenvalue_mean,diag_frobenius_norm_mean,diag_density_mean,diag_singular_value_max_mean,diag_singular_value_min_mean,diag_singular_value_mean_mean,diag_singular_value_q90_mean,diag_singular_condition_number_mean,diag_transient_growth_argmax_mean,task_test_metric
memory_capacity,26,cycle_jump_j7,cycle_jump,0e41bf66b8bb,0.95,0.1,0.9,34.12012804840122,93.33333333333333,15.333333333333334,6,30,10,28,226,26,0.9499999999999942,0.9499999999999958,0.0,0.9499999999999958,7,0.11813443716903185,0.11826497803968593,0.1473612690553044,0.13272606317171803,34.12012804840122,0.019908644795367858,0.0016853883411743487,9.236451630411825,0.7473061839806244,7.629454756511522,0.02,0.9499999999999958,0.5115384615384593,0.7473061839806243,0.9387432473268917,1.8571428571428574,1.0,
memory_capacity,27,cycle_jump_j3,cycle_jump,67e56b279b44,1.0,0.2,1.0,33.711133794060615,92.33333333333333,14.0,11,25,6,70,180,27,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.17849152790426345,0.18209418428191368,0.06622687956834507,0.05945860453107347,33.711133794060615,0.03365533191388961,-0.030292919614370195,9.532005436119228,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,28,cycle_scr,cycle,259248d07a08,0.95,0.2,0.9,33.07314149281573,89.0,12.666666666666666,1,25,12,54,185,28,0.9499999999999955,0.9499999999999929,4.1618156312081996e-08,0.9499999999999929,7,0.14201086112350716,0.14626654375842763,0.07602873565528812,0.07020250059056587,33.07314149281573,0.043307750469727235,-0.018413412629029735,12.35800218467378,0.949999999999992,9.499999999999927,0.01,0.9499999999999929,0.9499999999999816,0.9499999999999924,0.9499999999999929,1.0000000000000115,1.0,
memory_capacity,29,random_sparse_baseline,random_sparse,9992b49ddf96,0.95,0.05,1.0,32.89584648880635,105.66666666666667,15.666666666666666,9,37,1,27,261,29,0.9499999999999992,1.824062866187749,0.7274995562115281,2.6511536393837525,7,0.11813357009680879,0.11783352549296189,0.22165784358896584,0.20228168800575144,32.89584648880635,,,,0.5682037731628214,8.907467767367773,0.09999999999999999,1.824062866187749,0.003983499800340002,0.7409416310006873,1.455621932199684,689.0417882010817,5.0,
memory_capacity,30,random_sparse_baseline,random_sparse,92bfaaea8b8b,1.0,0.05,1.0,32.121097189325106,113.33333333333333,16.666666666666668,13,35,2,60,250,30,1.0000383897272966,1.9201412437397345,0.727499556211528,4.030601190217108,7,0.14808663357769897,0.150296366154113,0.1974805906411611,0.17537605042027352,32.121097189325106,,,,0.5981323425159984,9.37664765327894,0.09999999999999999,1.9201412437397345,0.004193359425070043,0.7799687871060519,1.5322944952640805,689.0417882010979,25.0,
memory_capacity,31,cycle_jump_j3,cycle_jump,9e51842d34ab,0.95,0.2,1.0,31.761968848213126,87.0,12.333333333333334,4,26,7,44,186,31,0.9500000000000018,0.9499999999999993,0.0,0.9499999999999993,7,0.1326570095353279,0.13528633227029793,0.08112139471584931,0.07733344848879953,31.761968848213126,0.014014921203984745,-0.023068833632972977,8.217118387209137,0.7473061839806271,7.62945475651155,0.02,0.9499999999999993,0.5115384615384612,0.747306183980627,0.9387432473268947,1.8571428571428574,1.0,
memory_capacity,32,cycle_jump_j3,cycle_jump,2e460f1e65c7,1.0,0.05,0.9,30.91566290308314,109.33333333333333,16.333333333333332,10,31,8,64,232,32,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.15369893572385449,0.15725323002878996,0.16005780384290086,0.13632847328260358,30.91566290308314,0.04867168024581146,-0.018944332435531758,1.756083084294712,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,33,cycle_jump_j3,cycle_jump,0e41bf66b8bb,0.95,0.1,0.9,30.456655556116008,93.33333333333333,13.333333333333334,2,29,9,37,210,33,0.9500000000000018,0.9499999999999993,0.0,0.9499999999999993,7,0.1253892091559212,0.12856450469835076,0.11075178810538412,0.10191313585036889,30.456655556116008,0.0271634167822572,-0.03492409260874592,5.5729791381266125,0.7473061839806271,7.62945475651155,0.02,0.9499999999999993,0.5115384615384612,0.747306183980627,0.9387432473268947,1.8571428571428574,1.0,
memory_capacity,34,cycle_jump_j7,cycle_jump,4d2160951482,1.0,0.2,0.9,30.041911339858974,82.0,12.333333333333334,2,24,11,20,192,34,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.1134859093557314,0.11681786443089012,0.09288330540341053,0.08507153756184219,30.041911339858974,0.00918741166604485,0.011367367183675967,8.250792662966148,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,35,random_sparse_baseline,random_sparse,2e460f1e65c7,1.0,0.05,0.9,29.159579818788426,96.33333333333333,14.0,5,34,3,10,244,35,1.0000383897272966,1.9201412437397352,0.727499556211528,4.030601190217239,7,0.10502725547804302,0.11273554106095537,0.17900213627843262,0.16439481073770484,29.159579818788426,,,,0.5981323425159984,9.376647653278942,0.09999999999999999,1.9201412437397352,0.004193359425070066,0.7799687871060522,1.532294495264081,689.0417882010898,25.0,
memory_capacity,36,random_sparse_baseline,random_sparse,dc4c45de4adf,1.0,0.1,1.0,28.62071329609347,104.33333333333333,15.0,11,30,4,57,220,36,1.0,1.9200661749344692,0.727499556211528,4.024671933136816,7,0.1438244463058115,0.14835520807353594,0.1358867693619921,0.12166249821637952,28.62071329609347,,,,0.5981092349082322,9.376281860387113,0.09999999999999999,1.9200661749344692,0.004193157684568403,0.7799385589480904,1.5322336128417695,689.0417882010828,25.0,
memory_capacity,37,random_sparse_baseline,random_sparse,957e518ffde2,0.95,0.1,1.0,28.61465879332412,97.33333333333333,15.333333333333334,8,33,5,24,231,37,0.9499999999999986,1.8240628661877487,0.7274995562115281,2.651153639383756,7,0.11705723833701577,0.11736805405612716,0.15730473007721488,0.14636201906521704,28.61465879332412,,,,0.5682037731628214,8.907467767367773,0.09999999999999999,1.8240628661877487,0.003983499800340038,0.7409416310006873,1.4556219321996835,689.0417882010646,5.0,
memory_capacity,38,cycle_jump_j7,cycle_jump,259248d07a08,0.95,0.2,0.9,28.53837332882725,86.66666666666667,14.0,5,25,12,25,197,38,0.9499999999999942,0.9499999999999958,0.0,0.9499999999999958,7,0.11713045531536496,0.11727856433927594,0.09572406624027512,0.08687635559731839,28.53837332882725,0.018427344661585035,0.0012819179559572652,7.823234020685302,0.7473061839806244,7.629454756511522,0.02,0.9499999999999958,0.5115384615384593,0.7473061839806243,0.9387432473268917,1.8571428571428574,1.0,
memory_capacity,39,random_sparse_baseline,random_sparse,6bda54231a65,0.95,0.05,0.9,27.899997887563842,102.66666666666667,16.0,6,36,6,11,258,39,0.9500364702409287,1.824134181552748,0.727499556211528,2.6533301633311805,7,0.10626617138296213,0.11182384021862857,0.21480091831986195,0.19876523731786624,27.899997887563842,,,,0.5682257253901984,8.907815270614993,0.09999999999999999,1.824134181552748,0.003983691453816559,0.7409703477507492,1.4556797705008762,689.0417882010724,5.0,
memory_capacity,40,cycle_jump_j3,cycle_jump,96af7170b8b0,1.0,0.1,0.9,27.838388780198976,98.33333333333333,15.333333333333334,9,27,10,59,196,40,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.14760287036946035,0.15328536880837682,0.09453906792816599,0.0796780157628166,27.838388780198976,0.04466233453167193,-0.02663984634654472,1.937676845961942,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,41,cycle_scr,cycle,4e018c35c4e2,1.0,0.4,0.9,26.325247426716405,93.33333333333333,14.333333333333334,7,23,13,69,170,41,1.0000000000000009,0.9999999999999927,0.0,0.9999999999999927,7,0.16092825857167092,0.15874764202710057,0.0534730066681865,0.04989005942523265,26.325247426716405,0.050794048062945435,-0.011528308059579266,9.280972105025413,0.9999999999999967,9.999999999999927,0.01,0.9999999999999927,0.9999999999999927,0.9999999999999927,0.9999999999999927,1.0,1.0,
memory_capacity,42,random_sparse_baseline,random_sparse,96af7170b8b0,1.0,0.1,0.9,25.900711934237034,88.0,13.0,3,29,7,7,215,42,0.9999999999999962,1.9200661749344665,0.7274995562115282,4.0246719331367045,7,0.10294053583778842,0.1111385681017681,0.12117891427471071,0.11128020411145859,25.900711934237034,,,,0.598109234908231,9.376281860387099,0.09999999999999999,1.9200661749344665,0.004193157684568393,0.7799385589480895,1.5322336128417677,689.0417882010897,25.0,
memory_capacity,43,cycle_jump_j3,cycle_jump,4d2160951482,1.0,0.2,0.9,25.304864308689837,89.0,14.0,8,23,11,55,169,43,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.14317053051103218,0.1498139488433544,0.05171346075482981,0.04508882074790912,25.304864308689837,0.03887203282134563,-0.029802477464904747,3.5137456317970113,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,44,cycle_jump_j3,cycle_jump,259248d07a08,0.95,0.2,0.9,25.08582410414329,85.66666666666667,12.333333333333334,1,24,12,35,178,44,0.9500000000000018,0.9499999999999993,0.0,0.9499999999999993,7,0.12345433647254145,0.12735209061069333,0.06250014557202055,0.060479910115553814,25.08582410414329,0.02475122581876152,-0.0319420027122973,4.370684796001338,0.7473061839806271,7.62945475651155,0.02,0.9499999999999993,0.5115384615384612,0.747306183980627,0.9387432473268947,1.8571428571428574,1.0,
memory_capacity,45,random_sparse_baseline,random_sparse,0e41bf66b8bb,0.95,0.1,0.9,24.883676417989395,90.66666666666667,13.333333333333334,1,31,8,3,224,45,0.9500364702409282,1.8241341815527454,0.7274995562115283,2.653330163331144,7,0.098225792373664,0.10603445294414622,0.14567588071413004,0.135372135914168,24.883676417989395,,,,0.5682257253901976,8.907815270614979,0.09999999999999999,1.8241341815527454,0.003983691453816552,0.7409703477507482,1.455679770500874,689.0417882010943,5.0,
memory_capacity,46,random_sparse_baseline,random_sparse,67e56b279b44,1.0,0.2,1.0,24.179128357941387,101.0,15.666666666666666,12,26,9,58,199,46,1.000038389727295,1.9201412437397334,0.727499556211528,4.030601190217137,7,0.14483619599037384,0.1464331056215699,0.09651979918271526,0.08834934573264598,24.179128357941387,,,,0.598132342515998,9.376647653278933,0.09999999999999999,1.9201412437397334,0.004193359425070029,0.7799687871060513,1.5322944952640793,689.0417882010896,25.0,
memory_capacity,47,cycle_jump_j7,cycle_jump,4e018c35c4e2,1.0,0.4,0.9,23.999662274921416,80.33333333333333,13.333333333333334,4,23,13,23,171,47,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.11612539614954573,0.11798146275037143,0.05425197055303445,0.04987688353861914,23.999662274921416,0.00599118564082024,-0.01074934417473132,6.955386953230423,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
memory_capacity,48,random_sparse_baseline,random_sparse,9e51842d34ab,0.95,0.2,1.0,23.54485046100399,93.0,15.666666666666666,10,27,10,29,202,48,0.9500364702409297,1.824134181552749,0.7274995562115277,2.653330163331216,7,0.11864208833134317,0.11783629188583263,0.10419022834882229,0.09603139224319332,23.54485046100399,,,,0.5682257253901988,8.907815270614996,0.09999999999999999,1.824134181552749,0.003983691453816588,0.7409703477507498,1.4556797705008773,689.0417882010889,5.0,
memory_capacity,49,multiscale_two_random,multiscale,9992b49ddf96,0.95,0.05,1.0,23.326152320713796,122.66666666666667,16.0,10,37,1,42,277,49,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.12852369176642228,0.13165651332626643,0.26851465158702986,0.2560262166369676,23.326152320713796,0.010390121669613492,0.04685680799806402,-9.569694168092553,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,50,multiscale_three_random,multiscale,9992b49ddf96,0.95,0.05,1.0,23.232229707053886,119.33333333333333,16.333333333333332,11,37,1,38,270,50,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.12670853869775178,0.1267006754738071,0.24940321007750726,0.23270100948548447,23.232229707053886,0.008574968600942992,0.027745366488541423,-9.663616781752463,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,51,multiscale_two_random,multiscale,92bfaaea8b8b,1.0,0.05,1.0,22.5100260076134,123.33333333333333,16.333333333333332,12,35,2,50,269,51,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.13696365721919976,0.14357880876766546,0.24301142994433916,0.2300339015653098,22.5100260076134,-0.01112297635849921,0.045530839303178056,-9.611071181711704,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,52,multiscale_three_random,multiscale,92bfaaea8b8b,1.0,0.05,1.0,22.433953606892825,121.0,16.666666666666668,13,35,2,48,263,52,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.13594855041495138,0.14402281408539613,0.2233372715650956,0.20919085493017323,22.433953606892825,-0.012138083162747587,0.025856680923934505,-9.687143582432281,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,53,random_sparse_baseline,random_sparse,4d2160951482,1.0,0.2,0.9,21.791118676892825,83.0,13.0,4,24,11,9,187,53,0.9999999999999977,1.9200661749344714,0.727499556211528,4.024671933137124,7,0.10429849768968655,0.11210084963916565,0.08151593821973456,0.07649563069359187,21.791118676892825,,,,0.5981092349082328,9.376281860387126,0.09999999999999999,1.9200661749344714,0.004193157684568385,0.7799385589480916,1.5322336128417715,689.0417882010944,25.0,
memory_capacity,54,multiscale_three_random,multiscale,957e518ffde2,0.95,0.1,1.0,21.391858616579892,106.0,14.333333333333334,7,33,3,18,246,54,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.11293337606319258,0.11210485597043028,0.18544011481445072,0.17417470708234037,21.391858616579892,-0.004123862273823192,0.02813538473723584,-7.222800176744229,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,55,multiscale_three_random,multiscale,2e460f1e65c7,1.0,0.05,0.9,21.360686967814193,110.33333333333333,15.333333333333334,8,34,4,22,254,55,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.1155096936198429,0.11943651253499851,0.20914659102109037,0.19496693647685953,21.360686967814193,0.010482438141799874,0.030144454742657756,-7.798892850974234,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,56,multiscale_two_random,multiscale,2e460f1e65c7,1.0,0.05,0.9,21.348541923541063,117.66666666666667,14.666666666666666,7,34,3,32,265,56,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.12081585106710856,0.12051821014828411,0.226623386719451,0.21505732704243205,21.348541923541063,0.015788595589065535,0.04762125044101839,-7.811037895247363,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,57,multiscale_two_random,multiscale,957e518ffde2,0.95,0.1,1.0,21.23216553546558,116.33333333333333,14.333333333333334,6,33,4,30,262,57,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.11883672593573892,0.12309587039803313,0.2218659315071708,0.21197926698669572,21.23216553546558,0.0017794875987231507,0.06456120142995592,-7.382493257858542,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,58,multiscale_three_random,multiscale,dc4c45de4adf,1.0,0.1,1.0,21.149369119432844,108.66666666666667,16.0,12,31,5,39,229,58,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.12696695255476295,0.12962927049602227,0.15589633304942802,0.14633429734345146,21.149369119432844,-0.016857493751048558,0.02000956368743592,-7.471344176660626,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,59,cycle_jump_j3,cycle_jump,4e018c35c4e2,1.0,0.4,0.9,20.89870956745413,88.0,13.666666666666666,6,22,13,51,154,59,0.9999999999999993,0.9999999999999993,0.0,0.9999999999999993,7,0.13755575447295984,0.14359625022564887,0.04025130133801711,0.03702259015686432,20.89870956745413,0.02742154396423435,-0.024750013389748658,3.8544342457631373,0.7866380884006601,8.031005006854263,0.02,0.9999999999999993,0.5384615384615382,0.78663808840066,0.9881507866598894,1.8571428571428574,1.0,
memory_capacity,60,multiscale_two_random,multiscale,dc4c45de4adf,1.0,0.1,1.0,20.79608157118232,120.66666666666667,16.0,11,32,5,47,255,60,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.13495353412919528,0.13723519195088252,0.21001388437709526,0.19698145445270426,20.79608157118232,-0.00887091217661623,0.07412711501510316,-7.82463172491115,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,61,random_sparse_baseline,random_sparse,259248d07a08,0.95,0.2,0.9,20.71513930814195,86.66666666666667,13.0,2,25,12,4,195,61,0.9499999999999965,1.8240628661877445,0.7274995562115281,2.6511536393837196,7,0.09870311065377993,0.10574432053914548,0.09444214828431785,0.08816910579697486,20.71513930814195,,,,0.5682037731628201,8.907467767367752,0.09999999999999999,1.8240628661877445,0.003983499800339964,0.7409416310006857,1.4556219321996802,689.0417882010852,5.0,
memory_capacity,62,multiscale_three_random,multiscale,6bda54231a65,0.95,0.05,0.9,20.700496157879453,121.0,17.333333333333332,10,36,6,34,267,62,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.12334019164162813,0.12491564860073907,0.23686678877654616,0.22129617536998544,20.700496157879453,0.017074020258666,0.022065870456684206,-7.199501729684389,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,63,multiscale_two_random,multiscale,6bda54231a65,0.95,0.05,0.9,20.598009458437307,125.33333333333333,17.0,9,36,6,40,273,63,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.12747941293595552,0.1299005476167492,0.2562394746654741,0.24464618049508666,20.598009458437307,0.021213241552993395,0.04143855634561214,-7.301988429126535,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,64,multiscale_three_random,multiscale,96af7170b8b0,1.0,0.1,0.9,19.975104963622616,97.33333333333333,13.333333333333334,3,30,7,5,223,64,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.10082631833099619,0.1059169786151412,0.1443662567751837,0.134385908558084,19.975104963622616,-0.0021142175067922347,0.023187342500472982,-5.925606970614417,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,65,multiscale_two_random,multiscale,96af7170b8b0,1.0,0.1,0.9,19.826250426643693,109.0,13.333333333333334,3,30,7,14,248,65,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.10732183557471872,0.10704176644328202,0.1890895492106923,0.1776799250673863,19.826250426643693,0.0043812997369303,0.06791063493598158,-6.074461507593341,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,66,multiscale_three_random,multiscale,0e41bf66b8bb,0.95,0.1,0.9,19.350130236469052,106.0,15.0,5,32,8,12,240,66,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.10684530153451069,0.11022393791321242,0.17387065893444986,0.1623286754198369,19.350130236469052,0.008619509160846694,0.02819477822031982,-5.533546181520343,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,67,multiscale_two_random,multiscale,0e41bf66b8bb,0.95,0.1,0.9,19.307278182376926,111.66666666666667,14.333333333333334,4,31,8,15,253,67,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.10773411196906159,0.11097955808272862,0.20673972211161717,0.1966800002715769,19.307278182376926,0.009508319595397594,0.061063841397487134,-5.576398235612469,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,68,multiscale_three_random,multiscale,67e56b279b44,1.0,0.2,1.0,18.966977885654092,104.33333333333333,15.0,9,27,9,33,212,68,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.12233944101728524,0.12310581686425807,0.11534279466006551,0.11051085975023844,18.966977885654092,-0.022496754973088604,0.01882299547735025,-5.212150472287295,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,69,multiscale_three_random,multiscale,9e51842d34ab,0.95,0.2,1.0,18.77028997840071,101.0,15.0,6,29,10,17,217,69,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.11213500232625033,0.11123840596087377,0.1283131804552508,0.12262397149163962,18.77028997840071,-0.006507086005092838,0.024122952106428522,-4.7745604826032775,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,70,multiscale_two_random,multiscale,9e51842d34ab,0.95,0.2,1.0,18.389175933207035,114.0,15.333333333333334,8,29,9,36,236,70,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.12350109494957874,0.12517272914788324,0.16545377279195916,0.15638909605104118,18.389175933207035,0.004859006618235573,0.06126354444313688,-5.155674527796954,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,71,multiscale_two_random,multiscale,67e56b279b44,1.0,0.2,1.0,18.245657996228882,117.0,17.0,13,28,10,52,228,71,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.13829858512397847,0.1391638594640359,0.15036976830475196,0.14162978537985524,18.245657996228882,-0.006537610866395371,0.0538499691220367,-5.933470361712505,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,72,multiscale_three_random,multiscale,4d2160951482,1.0,0.2,0.9,17.79625868956304,93.0,12.666666666666666,1,26,11,1,206,72,1.0020300674810614,2.1391446652930806,0.7810152437806795,6.979268780287593,7,0.0956872416021031,0.10034427988230311,0.10857852908212495,0.10374279620630389,17.79625868956304,-0.008611256087583452,0.027062590862390393,-3.994859987329786,0.4327110017633253,8.030036159189937,0.11647142857142857,2.1391446652930806,0.001043590347019884,0.6194871184554887,1.347803418405189,6712.703377178353,49.57142857142857,
memory_capacity,73,multiscale_two_random,multiscale,4d2160951482,1.0,0.2,0.9,17.533043459714147,101.33333333333333,13.0,2,26,11,13,218,73,1.0009021433903,1.9999747355820752,0.754406921049447,4.241492337094208,7,0.10707237770979126,0.10722823402079351,0.1312166996957491,0.1229909212456856,17.533043459714147,0.002773880020104716,0.04970076147601453,-4.258075217178678,0.4479376867921199,7.711407678325702,0.15025714285714287,1.9999747355820752,0.002881764339246337,0.6075292188109892,1.2698525822734548,1098.8856514522136,47.285714285714285,
memory_capacity,74,multiscale_three_random,multiscale,259248d07a08,0.95,0.2,0.9,17.29716745075059,96.66666666666667,14.0,2,28,12,2,214,74,0.9520925864504316,2.032479637918887,0.780666529439258,2.5328799647530995,7,0.0981875920841064,0.10112023399325852,0.12065813583772467,0.11502179549194237,17.29716745075059,-0.0005155185696735232,0.026215987553406817,-3.417971857391361,0.41210652029341527,7.632885998639287,0.11647142857142857,2.032479637918887,0.000981680659734921,0.5891069478028793,1.2813721987921514,18390.493446190474,3.4285714285714284,
memory_capacity,75,multiscale_two_random,multiscale,259248d07a08,0.95,0.2,0.9,17.2529310183937,102.66666666666667,13.333333333333334,1,27,12,8,225,75,0.9509481816387992,1.9004645789783692,0.7541506852022939,2.5395254913062315,7,0.10391139171330963,0.10533005118068596,0.14576783055246292,0.13810662191639814,17.2529310183937,0.005208281059529696,0.05132568226814507,-3.4622082897482507,0.4263211697247595,7.331396745046222,0.15025714285714287,1.9004645789783692,0.002972380567827345,0.5777524475654621,1.207278260798104,849.0207004123516,3.857142857142857,
memory_capacity,76,random_sparse_baseline,random_sparse,4e018c35c4e2,1.0,0.4,0.9,17.044275321690993,90.33333333333333,14.333333333333334,7,23,13,16,179,76,0.9999999999999984,1.920066174934471,0.7274995562115281,4.02467193313704,7,0.11013421050872549,0.11547177336917214,0.06500131472776577,0.06005565749708787,17.044275321690993,,,,0.5981092349082325,9.376281860387122,0.09999999999999999,1.920066174934471,0.0041931576845683945,0.7799385589480912,1.5322336128417713,689.0417882010987,25.0,
memory_capacity,77,cycle_scr,cycle,4df7ca5b3a5c,1.0,0.4,0.5,16.045280909826133,94.0,13.333333333333334,9,17,14,92,113,77,1.0000000000000009,0.9999999999999927,0.0,0.9999999999999927,7,0.2190698896450375,0.2260592924807147,0.027432475438249528,0.021922181059429027,16.045280909826133,0.018917599853560174,-0.001634845218214026,3.049553695399837,0.9999999999999967,9.999999999999927,0.01,0.9999999999999927,0.9999999999999927,0.9999999999999927,0.9999999999999927,1.0,1.0,
memory_capacity,78,cycle_jump_j7,cycle_jump,4df7ca5b3a5c,1.0,0.4,0.5,15.504885091285415,92.33333333333333,15.666666666666666,14,19,14,78,121,78,0.9999999999999962,0.9999999999999957,0.0,0.9999999999999957,7,0.2046671537808434,0.2067278248952308,0.028999885288195915,0.023716187783059613,15.504885091285415,0.004514863989366069,-6.743536826763971e-05,2.5091578768591187,0.7866380884006573,8.031005006854235,0.02,0.9999999999999957,0.5384615384615362,0.7866380884006572,0.9881507866598865,1.8571428571428572,1.0,
