config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
72f84ae81d5b,0.7,0.1,0.6,1e-08,0.2193660613949581,0.018224073459942418,0.22151246666529487,0.011958288460023628,3
25de579150b8,0.7,0.1,1.0,1e-08,0.15784451713516853,0.01234708611938111,0.16396277445171017,0.01375951128213925,3
5dacf2ac3539,0.7,0.2,0.6,1e-08,0.19569992177816228,0.021162870229146456,0.1971133587754231,0.01330603656557747,3
aeb751998e63,0.7,0.2,1.0,1e-08,0.1355109043818962,0.01966386606695155,0.13824434498153818,0.02031681121061468,3
9c67a6f86fa9,0.9,0.1,0.6,1e-08,0.17570354852185485,0.0254553247474727,0.17494358878586894,0.008482991190669944,3
129fe242d561,0.9,0.1,1.0,1e-08,0.1071773455488676,0.008612350303871332,0.10507145516045689,0.006436832673550489,3
bf8866ab4036,0.9,0.2,0.6,1e-08,0.16609499395582533,0.025925415621042735,0.16481609456408744,0.0033006906593674927,3
5033ae01f908,0.9,0.2,1.0,1e-08,0.10609510238713393,0.005691289536862755,0.10448203348106185,0.007553124021977322,3
4624975b8b19,1.1,0.1,0.6,1e-08,0.17863943078883351,0.02282666127512134,0.1820067038322329,0.024518078627894523,3
ae031b6366dd,1.1,0.1,1.0,1e-08,0.2265606923696389,0.0741003037992987,0.1972833729147717,0.03348535658411516,3
10b5d24c62b0,1.1,0.2,0.6,1e-08,0.18405557331000053,0.027767470456039983,0.17963950126836978,0.020401565224809015,3
9bba7c25d761,1.1,0.2,1.0,1e-08,0.21246639445076143,0.06265206902089633,0.20862485856015342,0.04384984839440684,3
