config_id,spectral_radius,input_scaling,leak_rate,narma10_val_nmse_mean,narma10_val_nmse_std,narma10_test_nmse_mean,narma10_test_nmse_std,mg_val_nmse_mean,mg_val_nmse_std,mg_test_nmse_mean,mg_test_nmse_std,mc_total_mean,mc_total_std,rank_narma10,rank_mg,rank_mc,aggregate_rank,n_seeds
bc1688d5c650,1.0,0.2,0.7,0.13745517225275888,0.015761680823980637,0.1244929392661879,0.009711493704436818,3.297454214423429e-12,1.476523560817771e-12,2.4820620360404333e-12,9.257042001523367e-13,17.606263276088537,0.7324148038615942,55,43,68,55.333333333333336,5
da7e4d92e8cb,0.8,0.15,0.8,0.12223292090797559,0.025745210074447248,0.10281200014627834,0.00607826339969385,4.2209076558933096e-12,1.0243556749928496e-12,3.952447160644374e-12,1.0713878386045506e-12,16.66098168024297,0.2953561411401267,27,54,85,55.333333333333336,5
4b181bf29230,0.8,0.4,1.0,0.13826898115137562,0.03628859140981509,0.11159381489744262,0.01608589913825599,1.2072365531151644e-12,3.797327767168697e-13,1.3330326554300877e-12,4.2580038192655794e-13,15.547119101019282,0.4915343424015411,57,3,107,55.666666666666664,5
83b90ec6a3a2,0.9,0.4,0.8,0.125012039766414,0.02498345564043832,0.10646338282541315,0.006736216083373847,1.381902254056408e-12,3.155732915127283e-13,1.384996107831486e-12,4.215849784428713e-13,14.548178891881054,0.26028591206370566,36,7,125,56.0,5
2e460f1e65c7,1.0,0.05,0.9,0.11424413499829238,0.02001879780291959,0.09500411846859672,0.014680676741893736,4.287163925381096e-11,6.616855539752243e-11,9.592560535280827e-12,2.989558718036528e-12,29.03127031588436,1.7295231795892039,8,160,3,57.0,5
566c972097d7,0.8,0.4,0.9,0.1263968016622082,0.03284899470491297,0.10653761492907457,0.01356298068508827,1.4815837474752097e-12,3.826852878044804e-13,1.6083579624487266e-12,4.567773576757041e-13,14.296869173345721,0.3616548985756803,37,8,131,58.666666666666664,5
aa90423e4863,1.0,0.15,0.9,0.11290559302445187,0.020438107659736773,0.09396937309760818,0.014984925102735514,4.8145551071639276e-11,9.088661768632053e-11,2.4021199669715815e-12,1.0781765597102996e-12,23.560387132130057,1.40883665076888,3,164,15,60.666666666666664,5
bb42fed7ad80,0.9,0.15,0.7,0.13712138330417312,0.01911674157129777,0.11873822300317216,0.006973392967853826,4.268372556060301e-12,9.39409960562792e-13,3.987440810186777e-12,1.0108816840509763e-12,17.410585921043463,0.30234685669836936,54,56,73,61.0,5
52799148816a,1.0,0.3,0.7,0.14956755778212488,0.01805280793111807,0.13501765389289502,0.008442436217923989,1.9134851088981735e-12,4.953526125287614e-13,1.8825497423084653e-12,8.645756473808772e-13,15.898852592749131,0.5026324868571554,74,17,95,62.0,5
036ddab9716a,0.8,0.3,0.8,0.12463037273975189,0.027240482195205366,0.10385473810922397,0.007667064297616341,2.5448455933669892e-12,6.619945467974197e-13,2.3278390261098293e-12,8.155597034871465e-13,14.49698063304202,0.17927860821916394,33,29,126,62.666666666666664,5
20d37f6f5acf,0.9,0.2,0.7,0.1440346138174507,0.01964888923651356,0.1259101460370192,0.008061268104508948,3.2544602874785818e-12,8.676636945206786e-13,3.073614095142356e-12,1.1117842013321505e-12,16.40422428837053,0.23076825008539179,63,42,86,63.666666666666664,5
804179bc04bd,0.9,0.05,0.8,0.13052868116823543,0.02697617520968349,0.11165075742675908,0.005876650402308809,1.5114493248391632e-11,4.040644187464956e-12,1.5040740232004172e-11,4.2416555587188154e-12,21.972329708058997,0.7873819398509957,45,125,25,65.0,5
8d636eb32b9d,1.0,0.05,0.7,0.12497596276137202,0.018579941979570677,0.11167544369134522,0.00946291814553752,1.8395716972915633e-11,7.216439561313839e-12,1.6564523203166886e-11,6.995931249336262e-12,22.20880024052002,1.264800353920854,35,137,23,65.0,5
503532de740a,0.8,0.1,0.8,0.12788263580607445,0.02622258041669838,0.10844405162732937,0.005518093678370755,7.06297853568761e-12,1.395127514217897e-12,6.6668094060020754e-12,1.4309452938504978e-12,17.46609344131226,0.4871379822517234,40,88,69,65.66666666666667,5
0f39b85583a2,0.9,0.1,0.7,0.13136516441519153,0.019710150373782157,0.11272254422917313,0.006356810572645851,7.843124248295721e-12,1.9710869033352072e-12,7.387845382943332e-12,2.149074503072747e-12,18.576112052234016,0.4452995851341319,46,95,58,66.33333333333333,5
6741f7c852ef,0.8,0.4,0.8,0.12994287282703246,0.027806208785016263,0.10768582531241182,0.0072661166250900565,1.9113134703723165e-12,3.8971104302961773e-13,1.9824770630284813e-12,4.87347354152899e-13,13.41452586265826,0.2712264495935513,43,16,148,69.0,5
aeb751998e63,0.7,0.2,1.0,0.14584073720535062,0.03972904427127792,0.12001705452612596,0.01835465759932862,4.4296354999332075e-12,5.887092001594604e-13,4.053379633891401e-12,4.927102636155053e-13,16.746234616954396,0.3496177317787179,68,57,83,69.33333333333333,5
8bffc079700d,0.7,0.15,1.0,0.14524542373295812,0.03948253052787907,0.12100139445865796,0.018173634456238152,5.789592884590249e-12,1.0395761884026244e-12,5.380298520560245e-12,9.44651219637605e-13,17.728302743585157,0.3711057366503403,66,77,66,69.66666666666667,5
4d2160951482,1.0,0.2,0.9,0.11442008035334912,0.02079554695979869,0.09523854353318217,0.016014347430736934,1.2576644428139122e-10,2.481185383844666e-10,1.8870374331094636e-12,6.94984399604108e-13,21.872289223383426,1.223068360163291,9,175,26,70.0,5
ea93ddc121f9,0.8,0.05,1.0,0.1439046159389759,0.04047778072415734,0.12546835106848536,0.019244697244566317,2.0127014661408016e-11,4.604708120126092e-12,1.9461506969263488e-11,4.411615832525892e-12,24.78855951556388,0.7419051663816276,62,140,12,71.33333333333333,5
