config_id,spectral_radius,input_scaling,leak_rate,narma10_val_nmse_mean,narma10_val_nmse_std,narma10_test_nmse_mean,narma10_test_nmse_std,mg_val_nmse_mean,mg_val_nmse_std,mg_test_nmse_mean,mg_test_nmse_std,mc_total_mean,mc_total_std,rank_narma10,rank_mg,rank_mc,aggregate_rank,n_seeds
92815a841b21,0.9,0.15,1.0,0.10799464088851388,0.01278644093158466,0.09808456875042745,0.014151819327985803,1.9443126635471785e-12,7.426433006040218e-13,1.834248523100348e-12,8.187058716515473e-13,24.569137261295484,0.7441411496712094,5,2,2,3.0,5
129fe242d561,0.9,0.1,1.0,0.10731840661120481,0.013095835317588353,0.09819178465302114,0.013678212184937184,3.2824291510095716e-12,1.4395698988733598e-12,3.1632159677928594e-12,1.428524481166523e-12,27.148150453324956,0.8163765250647572,4,5,1,3.3333333333333335,5
65189332b1c4,0.9,0.1,0.9,0.10155389086828517,0.012809995620049912,0.09517470095126698,0.009416765080071889,4.498496394431072e-12,2.1778876876695046e-12,4.338011917382265e-12,2.187206179390853e-12,23.20287604479507,0.39545182970775505,1,6,3,3.3333333333333335,5
5033ae01f908,0.9,0.2,1.0,0.11004598110621658,0.012406513001063007,0.0990439319352855,0.01431387892208005,1.4783637336932564e-12,5.049513937194675e-13,1.4248952768911524e-12,6.478917626814298e-13,22.56764409806529,0.7394947813473308,6,1,4,3.6666666666666665,5
b5cf1e3871f2,0.9,0.15,0.9,0.10160955878797961,0.013327001545203582,0.09521304786444137,0.010289816947719873,2.6899088295998895e-12,9.701051630207203e-13,2.5438947510866123e-12,1.0848345023935964e-12,21.09576689355808,0.39307525811237826,2,4,5,3.6666666666666665,5
0292ac89d7b8,0.9,0.2,0.9,0.10241970386476562,0.014787396233547447,0.09556966738205348,0.010391439879769265,1.9983555382962484e-12,5.898879999820858e-13,1.907970486456748e-12,7.28866884652368e-13,19.586069594141463,0.422272509415536,3,3,6,4.0,5
